0,0
0.2,0
0.4,0
0.6000000000000001,0
0.8,0
1,0
1.2,0
1.4,0
1.6,0
1.8,0
2,0
2.2,0
2.4,0
2.6,0
2.8,0
3,0
3.2,0
3.4,0
3.6,0
3.8,0
4,0
4.2,0
4.4,0
4.600000000000001,0
4.800000000000001,0
5,0
5.2,0
5.4,0
5.600000000000001,0
5.800000000000001,0
6,0
6.2,0
6.4,0
6.600000000000001,0
6.800000000000001,0
7,0
7.2,0
7.4,0
7.600000000000001,0
7.800000000000001,0
8,0
8.200000000000001,0
8.4,0
8.6,0
8.800000000000001,0
9,0
9.200000000000001,0
9.4,0
9.600000000000001,0
9.800000000000001,0
10,0
10.2,0
10.4,0
10.6,0
10.8,0
11,0
11.2,0
11.4,0
11.6,0
11.8,0
12,0
12.2,0
12.4,0
12.6,0
12.8,0
13,0
13.2,0
13.4,0
13.6,0
13.8,0
14,0
14.2,0
14.4,0
14.6,0
14.8,0
15,0
15.2,0
15.4,0
15.6,0
15.8,0
16,0
16.2,0
16.4,0
16.6,0
16.8,0
17,0
17.2,0
17.4,0
17.6,0
17.8,0
18,0
18.2,0
18.4,0
18.6,0
18.8,0
19,0
19.2,0
19.4,0
19.6,0
19.8,0
20,0
20.2,0
20.4,0
20.6,0
20.8,0
21,0
21.2,0
21.4,0
21.6,0
21.8,0
22,0
22.2,0
22.4,0
22.6,0
22.8,0
23,0
23.2,0
23.4,0
23.6,0
23.8,0
24,0
24.2,0
24.4,0
24.6,0
24.8,0
25,0
25.2,0
25.4,0
25.6,0
25.8,0
26,0
26.2,0
26.4,0
26.6,0
26.8,0
27,0
27.2,0
27.4,0
27.6,0
27.8,0
28,0
28.2,0
28.4,0
28.6,0
28.8,0
29,0
29.2,0
29.4,0
29.6,0
29.8,0
30,0
30.2,0
30.4,0
30.6,0
30.8,0
31,0
31.2,0
31.4,0
31.6,0
31.8,0
32,0
32.2,0
32.4,0
32.6,0
32.8,0
33,0
33.2,0
33.4,0
33.6,0
33.8,0
34,0
34.2,0
34.4,0
34.6,0
34.8,0
35,0
35.2,0
35.4,0
35.6,0
35.8,0
36,0
36.2,0
36.4,0
36.6,0
36.8,0
37,0
37.2,0
37.4,0
37.6,0
37.8,0
38,0
38.2,0
38.40000000000001,0
38.6,0
38.8,0
39,0
39.2,0
39.40000000000001,0
39.6,0
39.8,0
40,0
40.2,0
40.40000000000001,0
40.6,0
40.8,0
41,0
41.2,0
41.40000000000001,0
41.6,0
41.8,0
42,0
42.2,0
42.40000000000001,0
42.6,0
42.8,0
43,0
43.2,5
43.40000000000001,20
43.6,25
43.8,25
44,10
44.2,35
44.40000000000001,25
44.6,15
44.8,25
45,15
45.2,15
45.40000000000001,25
45.6,20
45.8,15
46,20
46.2,25
46.40000000000001,10
46.6,20
46.8,25
47,25
47.2,10
47.40000000000001,30
47.6,15
47.8,20
48,40
48.2,20
48.40000000000001,10
48.6,20
48.8,25
49,15
49.2,15
49.40000000000001,15
49.6,15
49.8,15
50,35
50.2,15
50.40000000000001,20
50.6,30
50.8,20
51,15
51.2,25
51.40000000000001,20
51.6,15
51.8,10
52,20
52.2,30
52.40000000000001,15
52.6,15
52.8,20
53,25
53.2,10
53.40000000000001,20
53.6,20
53.8,15
54,20
54.2,15
54.40000000000001,30
54.6,25
54.8,20
55,15
55.2,25
55.40000000000001,20
55.6,30
55.8,20
56,20
56.2,25
56.40000000000001,15
56.6,20
56.8,40
57,15
57.2,10
57.40000000000001,25
57.6,20
57.8,10
58,20
58.2,20
58.40000000000001,10
58.6,15
58.8,15
59,15
59.2,20
59.40000000000001,20
59.6,15
59.8,10
60,20
60.2,30
60.40000000000001,25
60.6,25
60.8,10
61,15
61.2,15
61.40000000000001,30
61.6,15
61.8,25
62,30
62.2,25
62.40000000000001,20
62.6,20
62.8,10
63,30
63.2,30
63.40000000000001,20
63.6,15
63.8,25
64,20
64.2,20
64.40000000000001,10
64.60000000000001,40
64.8,20
65,20
65.2,20
65.40000000000001,20
65.60000000000001,15
65.8,25
66,20
66.2,20
66.40000000000001,35
66.60000000000001,20
66.8,25
67,15
67.2,15
67.40000000000001,20
67.60000000000001,15
67.8,20
68,15
68.2,25
68.40000000000001,25
68.60000000000001,10
68.8,20
69,15
69.2,20
69.40000000000001,10
69.60000000000001,25
69.8,20
70,20
70.2,10
70.40000000000001,30
70.60000000000001,30
70.8,15
71,20
71.2,20
71.40000000000001,35
71.60000000000001,25
71.8,30
72,25
72.2,25
72.40000000000001,20
72.60000000000001,25
72.8,10
73,15
73.2,25
73.40000000000001,25
73.60000000000001,20
73.8,15
74,15
74.2,20
74.40000000000001,15
74.60000000000001,15
74.8,25
75,20
75.2,15
75.40000000000001,10
75.60000000000001,15
75.8,15
76,30
76.2,20
76.40000000000001,20
76.60000000000001,15
76.80000000000001,30
77,20
77.2,25
77.40000000000001,15
77.60000000000001,20
77.80000000000001,15
78,15
78.2,15
78.40000000000001,25
78.60000000000001,15
78.80000000000001,25
79,20
79.2,30
79.40000000000001,15
79.60000000000001,15
79.80000000000001,25
80,20
80.2,20
80.40000000000001,25
