 topology_rogers_ca.pktDropper_Victoria_Seattle (#0 - Scenario1VicVan-0-20180716-19:59:51-12298),
12292.21,122.9219999999999966
12293.251,122.9319999999999875
12298.797,122.9869999999999942
12304.941,123.049000000000006
12313.21,123.1320000000000045
12320.526,123.2049999999999836
12327.782,123.2769999999999863
12330.222,123.3019999999999918
12330.608,123.3059999999999828
12340.248,123.4019999999999863
12347.979,123.4789999999999845
12355.391,123.552999999999997
12357.56,123.5749999999999882
12359.94,123.5989999999999891
12368.971,123.6889999999999922
12375.415,123.7539999999999902
12375.844,123.7579999999999808
12379.242,123.7920000000000012
12382.573,123.8249999999999882
12389.848,123.8979999999999957
12390.845,123.9079999999999865
12396.691,123.9659999999999792
12401.447,124.0139999999999812
12409.014,124.0900000000000028
12417.214,124.1719999999999966
12419.729,124.1970000000000023
12422.711,124.2270000000000035
12432.034,124.3199999999999926
12433.543,124.334999999999979
12443.473,124.4339999999999972
12446.776,124.466999999999984
12448.421,124.48399999999998
12456.56,124.5649999999999975
12461.689,124.615999999999985
12463.093,124.629999999999995
12471.728,124.716999999999984
12474.002,124.7399999999999801
12477.479,124.7740000000000005
12478.168,124.7810000000000055
12480.594,124.8050000000000063
12487.651,124.8760000000000043
12494.962,124.9489999999999833
12498.914,124.9890000000000038
12508.689,125.0859999999999837
12511.797,125.1169999999999897
12516.834,125.1680000000000057
12524.02,125.2399999999999801
12527.944,125.278999999999996
12531.304,125.3129999999999878
12535.223,125.3520000000000035
12542.501,125.4249999999999826
12550.446,125.5039999999999902
12558.598,125.584999999999979
12565.659,125.6560000000000055
12567.836,125.677999999999997
12571.025,125.709999999999979
12580.763,125.8069999999999875
12590.509,125.9050000000000007
12592.133,125.9209999999999918
12601.049,126.0099999999999903
12603.957,126.0389999999999867
12610.966,126.10899999999998
12612.764,126.1269999999999806
12617.172,126.1709999999999918
12620.627,126.2059999999999883
12622.7,126.2270000000000035
12627.501,126.2750000000000052
12634.151,126.3409999999999792
12639.373,126.3930000000000001
12646.912,126.4689999999999935
12655.448,126.5540000000000015
12661.489,126.6140000000000038
12670.383,126.7030000000000025
12675.339,126.7529999999999855
12677.54,126.7750000000000052
12678.72,126.7870000000000055
12684.949,126.8489999999999891
12692.796,126.9269999999999918
12693.911,126.9389999999999922
12698.827,126.987999999999999
12703.417,127.0339999999999913
12711.958,127.1189999999999992
12715.181,127.1509999999999816
12716.529,127.1649999999999913
12719.694,127.1959999999999976
12729.345,127.2930000000000057
12734.171,127.3409999999999792
12739.083,127.389999999999986
12746.381,127.4629999999999932
12747.105,127.4710000000000032
12747.797,127.4770000000000035
12750.598,127.504999999999995
12759.39,127.5929999999999888
12768.416,127.6839999999999972
12775.764,127.7570000000000045
12779.104,127.7909999999999965
12780.869,127.8079999999999922
12790.57,127.9050000000000007
12799.962,127.9989999999999947
12804.403,128.0439999999999823
12809.466,128.0939999999999935
12813.136,128.1309999999999712
12823.134,128.2309999999999941
12831.032,128.3100000000000018
12833.005,128.3299999999999836
12837.676,128.375999999999976
12843.025,128.4300000000000063
12843.781,128.4370000000000113
12846.683,128.4660000000000077
12854.971,128.5489999999999778
12858.013,128.5799999999999836
12865.918,128.6589999999999913
12871.829,128.7179999999999603
12876.979,128.769000000000005
12886.196,128.8609999999999895
12886.293,128.861999999999966
12894.346,128.9429999999999831
12895.71,128.9569999999999931
12902.949,129.028999999999996
12910.069,129.0999999999999653
12915.661,129.1560000000000055
12921.57,129.2149999999999746
12930.793,129.306999999999959
12937.793,129.377000000000009
12942.717,129.4269999999999636
12946.326,129.462999999999965
12955.064,129.550000000000011
12961.358,129.612999999999999
12969.698,129.6959999999999691
12974.046,129.7400000000000087
12976.184,129.7609999999999667
12980.322,129.802999999999997
12988.034,129.879999999999995
12992.184,129.9209999999999918
12992.306,129.9230000000000013
12992.627,129.9259999999999872
12995.855,129.9579999999999695
12996.465,129.9639999999999985
12998.761,129.986999999999966
13007.254,130.0720000000000023
13012.323,130.12299999999999
13019.278,130.192000000000007
13026.647,130.2659999999999621
13028.951,130.2889999999999867
13029.928,130.2989999999999778
13031.109,130.3109999999999782
13036.258,130.361999999999966
13036.665,130.365999999999985
13046.049,130.459999999999979
13050.846,130.5079999999999808
13053.132,130.5310000000000055
13059.012,130.5899999999999746
13065.783,130.656999999999982
